n,n_2,Mass,Length,Energy
83,6889,1.9111046677299183e-29,5.397244148587483e-09,8.182227729345175e-21
55,3025,2.2622946958534582e-30,6.129224567244755e-09,3.551603839223905e-20
16,256,5.3000930388170516e-27,9.197056941912996e-09,1.958667920803359e-24
39,1521,4.74653683628162e-28,8.8379554638343e-09,5.773061789212295e-23
94,8836,8.935110204000076e-27,9.41359485711603e-09,6.51536882866256e-24
93,8649,1.8964947126860235e-27,3.2682551623201585e-09,2.5195412469359994e-22
87,7569,5.167391285482089e-27,2.1907596536689144e-09,1.9252206346110125e-22
70,4900,1.3696571659299304e-27,9.49491672998499e-09,3.1111855794600304e-23
34,1156,4.826203892600776e-29,4.518861396973094e-09,1.893377804498894e-21
27,729,1.4363698618497241e-28,7.576757632331637e-09,1.7970193836279847e-22
77,5929,1.2267968871182745e-27,4.676254093505778e-09,1.5752298356157623e-22
53,2809,5.907832361843099e-28,6.078115280351232e-10,1.3326985104483712e-20
59,3481,5.7847852090177006e-30,6.925494562059106e-09,1.1670387063763816e-20
39,1521,3.83342982397882e-27,4.099977576406313e-09,3.321514851200736e-23
91,8281,1.7855671428561863e-28,9.615627055636325e-09,3.0250465148279993e-22
100,10000,1.4634739377983512e-27,9.21006311238369e-09,4.42091196434083e-23
19,361,4.25100469719295e-27,6.784914877440714e-10,5.328381123816857e-22
87,7569,1.2691319798983116e-27,3.311453846001779e-10,3.4308136084479875e-20
28,784,4.052493615614884e-27,2.804156378227056e-09,4.822289795035619e-23
97,9409,3.1239452286252295e-29,8.060721322288103e-09,2.622663556731208e-21
1,1,1.979591449335198e-29,1.6597289300484097e-09,1.0064035834950417e-21
12,144,3.1645677539738544e-27,4.261066631008005e-10,1.1461785290329055e-21
14,196,1.3612139461160105e-29,7.810590420276243e-09,9.252433848988732e-22
69,4761,5.690619487335912e-30,2.5813787872017256e-09,9.986381250585943e-20
22,484,4.147441532557263e-28,8.669623182919812e-09,3.8731475046758406e-23
90,8100,6.153003587762818e-30,1.9986546081270087e-09,2.009564335536325e-19
81,6561,1.1613384626745865e-28,8.773390951681322e-09,4.972941107931975e-22
80,6400,1.1877984395349231e-29,6.350692700697311e-09,9.164886934797634e-21
26,676,1.2358857786542043e-30,2.4383924430917625e-09,1.9418240585985365e-19
78,6084,1.3757158671770997e-30,6.807625674922555e-09,6.714235858006459e-20
27,729,1.3897946001576468e-27,6.481034178548246e-09,2.5383212908182474e-23
26,676,7.729054370648994e-27,3.0679276707048802e-09,1.961457147725858e-23
50,2500,1.3718274978172022e-29,5.030177608766236e-09,7.905437926863522e-21
78,6084,4.780735356173914e-30,3.841059258087739e-09,6.06903939428144e-20
16,256,1.052823188978492e-29,6.538686276533406e-09,1.950767948373026e-21
74,5476,6.0851786740720545e-30,3.205258402158602e-09,6.496124839926884e-20
7,49,2.408502118044599e-29,8.355083850111021e-09,2.2849223924433027e-22
4,16,7.01170879113774e-27,3.5082124001076697e-10,2.5438203301902597e-22
73,5329,9.617369454535753e-30,6.597863473435649e-09,9.56933994192391e-21
48,2304,8.208470774156055e-27,7.078344564884216e-09,6.405273132165565e-24
9,81,2.3340535251790336e-27,7.749861798268854e-09,3.52343167580429e-24
96,9216,1.9684324998358993e-29,4.788366515069038e-09,1.1673417216512926e-20
61,3721,4.934924629747804e-28,7.918977163786925e-09,1.0817656865727879e-22
59,3481,2.5321401662142233e-29,6.5134977621809e-09,3.014101024929394e-21
5,25,2.8475387388062163e-29,4.4601865452652726e-09,4.844136681294516e-22
78,6084,1.0530838321984686e-29,1.3170703487098123e-09,2.3433425814175176e-19
43,1849,3.5084057334251226e-29,5.5333668561647076e-09,2.196856991127944e-21
24,576,2.847105714399344e-28,6.465853618829217e-10,1.1065676862339753e-20
21,441,7.006390064348755e-30,3.364856040923552e-09,1.4528275863779987e-20
29,841,6.324184007080538e-30,5.396439033674706e-09,8.641736547203624e-21
87,7569,3.015687015950118e-29,1.4793141639827763e-10,7.234928230455603e-18
14,196,1.8951103892141484e-27,7.389293698315557e-09,7.425227046599333e-24
83,6889,2.828123768901024e-27,2.1395057558877906e-09,3.5186399883122796e-22
74,5476,4.749700312739615e-30,5.303673373176479e-09,3.039723233939367e-20
71,5041,6.9819482607013e-30,3.1057236779975667e-09,5.785996520802109e-20
23,529,1.7125616758812005e-28,3.232686054717545e-10,7.053044554887011e-20
93,8649,1.3132404993013441e-27,8.084391807836182e-09,5.946563300101102e-23
2,4,2.405510990423196e-30,9.006619807826815e-09,5.624981016955593e-22
15,225,5.925649436392173e-28,7.141806517756026e-09,2.723712195518738e-23
19,361,8.244753142292994e-28,6.927117596642372e-10,2.6356812990806998e-21
47,2209,2.0699077383352583e-27,5.428768309897496e-09,4.2283052013490746e-23
88,7744,4.391349261615004e-30,2.990360692774076e-09,1.2298711484437187e-19
30,900,9.885022721768491e-30,6.798653443305689e-09,3.603461172891804e-21
86,7396,1.1806010648193204e-28,7.3900143451102136e-09,7.320264772349585e-22
63,3969,7.374276539213696e-28,9.542473210436967e-09,5.148981159502272e-23
77,5929,3.11864734650799e-29,5.187521425131064e-09,5.035315902750004e-21
70,4900,5.971742469242584e-27,7.641158376823014e-09,1.1017945979195568e-23
64,4096,9.084171291012757e-28,7.030842307362784e-09,7.821715520574025e-23
75,5625,1.0160184893355245e-28,9.609972659963945e-09,4.386694799481416e-22
49,2401,5.382908661913633e-30,3.2781623499167605e-09,4.648793177703544e-20
78,6084,8.421083228485865e-30,3.012759019640395e-09,5.600411313505407e-20
55,3025,2.3089043465909178e-27,2.192619575190646e-09,2.719269464649049e-22
73,5329,3.9436004491993824e-27,8.550676313273513e-09,1.3894761339767136e-23
39,1521,6.63435805201327e-30,5.378617081702891e-09,1.1151839720768669e-20
51,2601,1.5239895120929113e-29,8.422678988583959e-09,2.588867192987222e-21
71,5041,9.819498825699074e-29,3.185794896116709e-09,3.909808385670081e-21
36,1296,5.5245616505748906e-30,7.831546700098638e-09,5.830847247783066e-21
50,2500,6.409963976687041e-28,6.639763512068026e-09,9.71026907546306e-23
53,2809,1.30396314147267e-27,2.8988625942469837e-09,2.6544672116143394e-22
95,9025,8.959971637285244e-29,3.3923310695076923e-09,5.056413501494195e-21
59,3481,1.5617089677745045e-30,6.145765359399812e-09,5.489363988987944e-20
78,6084,1.1402542734837538e-30,7.256920694226395e-09,7.128697922929728e-20
5,25,6.647949273029424e-29,6.727050344916049e-09,9.121263949064086e-23
11,121,1.017384919626017e-30,2.0461991790477533e-10,1.4172081752532514e-17
74,5476,5.7631256239555264e-27,2.4719386448804924e-09,1.1532416825506035e-22
27,729,8.837449666343786e-30,4.256301490434787e-10,9.255377060627628e-19
61,3721,2.6977486445001116e-28,5.786716549523674e-10,3.705834363874037e-20
68,4624,3.2138382125266198e-27,6.379609433916376e-09,2.85311180818164e-23
1,1,5.854397279056022e-27,5.8589833694425885e-09,2.730834312302525e-25
10,100,3.888792156736437e-30,3.800946766853846e-09,9.768407428846251e-21
66,4356,5.7136363867377555e-30,6.822375938078894e-09,1.362015703592797e-20
77,5929,4.158908439947738e-30,4.96634191358421e-10,4.1196489159014086e-18
56,3136,9.522922398909981e-27,7.53998104717194e-09,5.6767444643208015e-24
20,400,9.364267138635387e-28,6.985716490751879e-09,2.40190795564257e-23
23,529,3.1496160210899846e-28,9.382790716252049e-09,4.5522723629527293e-23
22,484,1.3340802997977227e-30,7.507087302915349e-09,1.6059049941170368e-20
12,144,6.187674093901011e-28,2.4059582083951417e-09,1.8386528021597181e-22
41,1681,1.1679254439059534e-27,5.840266776345988e-09,5.648399910557246e-23
28,784,1.0151101502555923e-27,6.268280366671432e-09,3.8527435873534365e-23
3,9,2.2702909774143347e-28,5.995676037556376e-09,2.0173696644783952e-23
54,2916,5.70055319796971e-28,1.9161836734044594e-09,1.4158738403289058e-21
48,2304,3.669030518194049e-30,8.124240256565118e-09,1.0877935231698675e-20
37,1369,1.007463309370985e-30,8.336698929070237e-09,2.9000555842269406e-20
66,4356,1.1552222905794387e-28,5.461423895817939e-10,1.0512080422391962e-19
9,81,8.344054757660891e-27,7.1969853033211295e-09,1.1428420306150553e-24
90,8100,6.266058073136423e-30,3.2420032744983203e-09,7.499689227264455e-20
77,5929,6.652179823246055e-29,5.029072029517149e-09,2.511730877763433e-21
46,2116,2.557442069434884e-27,6.684193251141959e-09,2.2094089219976925e-23
13,169,2.9554313474011518e-30,6.279916567593805e-09,6.121203260397187e-21
65,4225,1.7979128976298526e-27,7.735004003174313e-09,3.316238026958491e-23
57,3249,1.003723623626133e-29,1.2771207941618238e-09,1.9108158251294117e-19
99,9801,3.158613481397392e-29,9.441578157774439e-09,1.929619132616923e-21
75,5625,1.8407581093218966e-30,5.1173705381261385e-09,8.538722190870332e-20
2,4,5.242204351132448e-29,3.4079135971779927e-09,1.8028557125470955e-22
47,2209,2.527654799077643e-29,8.003300593354026e-09,1.5931765674188104e-21
88,7744,2.798225113322155e-29,4.100171284159895e-09,1.026639795331153e-20
56,3136,2.022159434542944e-27,7.3558029772313986e-09,2.8088886828527617e-23
88,7744,3.2845864005538595e-27,5.1401412204421264e-09,5.565112545261357e-23
49,2401,3.9914323265712954e-28,3.974219799888297e-09,4.265653906825841e-22
63,3969,4.649179047476452e-27,6.645153302307005e-09,1.6841328242831708e-23
45,2025,6.000015274329715e-30,5.010834384138956e-09,1.6393139399436363e-20
69,4761,1.751628530494229e-27,6.836198166724129e-09,4.6259386124442205e-23
68,4624,1.9257349278303488e-30,2.9952211847125325e-09,2.1601140395916e-19
21,441,2.1727413282443383e-30,4.101776489196062e-09,3.152748723075786e-20
74,5476,1.62095098505298e-27,9.564823473437914e-09,2.7386087446023144e-23
40,1600,1.6217592723193645e-28,2.515821199853267e-09,2.138632334142977e-21
70,4900,8.373570396720106e-30,4.334296441642001e-09,2.4421493146028642e-20
46,2116,4.635807519071714e-30,8.076756044706513e-09,8.347964186516394e-21
66,4356,1.643934595386132e-30,8.744456894678546e-09,2.8814811968200953e-20
22,484,3.596693223709255e-27,2.301231889368639e-09,6.338997620129717e-23
63,3969,1.8314496304171048e-28,3.733955602464813e-09,1.3540332926211481e-21
78,6084,3.2133444913515004e-29,6.488713261381942e-09,3.164041866489341e-21
17,289,1.3093268451887404e-29,9.650848757313806e-09,7.65053667865523e-22
100,10000,9.040166618504988e-28,4.208573405420218e-09,3.4274870604489237e-22
27,729,1.5714153355711336e-28,9.390252910539247e-09,1.0694002223647552e-22
58,3364,8.778766791685757e-30,9.023143572523115e-09,4.453493449230475e-21
52,2704,1.2634398798518365e-30,4.572876555178373e-09,1.0801694221104304e-19
99,9801,8.888259683513327e-27,9.428431940262353e-09,6.876407272124598e-24
15,225,1.04135204356308e-30,9.416044540687594e-09,8.91617838819104e-21
77,5929,1.4057173724080913e-28,8.915987948420774e-09,3.781602178096832e-22
98,9604,1.5898497037250966e-30,3.123056698497341e-10,3.4684252532596973e-17
23,529,4.759882885287447e-28,9.650149679631162e-09,2.847642995227888e-23
50,2500,2.138609283339074e-27,6.195292424191096e-09,3.3430048589995264e-23
65,4225,5.306821732944025e-28,6.614247603428368e-10,1.5365264200996528e-20
80,6400,1.897510125074789e-29,6.3279430317803e-09,5.778336582643309e-21
69,4761,2.583622086930977e-29,2.274938770667443e-09,2.83206195284107e-20
39,1521,7.522445072302048e-29,9.091271107921979e-09,3.442535565975384e-22
90,8100,3.695668093597271e-27,3.1099931170339687e-09,1.381824107266803e-22
50,2500,5.245273422264619e-29,7.2235540179903346e-09,1.002587059562905e-21
36,1296,3.6019088052052796e-29,3.894379545356292e-09,3.616723505569748e-21
25,625,2.6368180791568655e-27,7.80527996530725e-09,8.540925669717465e-24
42,1764,2.4352536986042606e-29,4.241570732473338e-09,5.261065675506721e-21
75,5625,8.066783653402572e-28,6.520152679234283e-09,1.2002380610601215e-22
7,49,4.0533865807106276e-29,8.715417371917962e-09,1.2477446225333068e-22
78,6084,1.4837336582866896e-29,5.8983673736107925e-09,8.292721655881167e-21
25,625,8.084284638511412e-30,2.50199888652874e-09,2.711104514924934e-20
34,1156,1.7947056362006132e-27,4.608785824195663e-09,4.894797272898435e-23
1,1,4.232527992457738e-27,2.1167237183466366e-10,2.893969038325089e-22
18,324,1.0765091133372975e-28,7.3792895609621754e-09,1.6851856865615575e-22
53,2809,1.8051513127669075e-29,3.6999172988092062e-09,1.1770645942287115e-20
92,8464,6.1137517428653904e-27,4.373693409080188e-09,4.317232394480672e-23
76,5776,5.150434699935082e-29,3.267574786936143e-09,7.584740142296175e-21
84,7056,5.0953756658400385e-30,9.004000233693362e-09,1.1159741992716659e-20
29,841,4.602477588570342e-29,1.443135612174189e-10,1.660405256500214e-18
61,3721,5.857153804385946e-29,1.1233514518965178e-09,4.529330132384511e-20
97,9409,4.275575398771243e-29,4.391241967915162e-10,6.456906532242164e-19
68,4624,5.559994319605035e-27,5.435451196362936e-10,2.2718802459446524e-21
11,121,1.2070345769234103e-29,1.2247709416740932e-09,3.334151255852171e-20
62,3844,5.416893936244721e-27,8.78973106617437e-09,8.13040639892478e-24
41,1681,2.2173621006431714e-28,5.616817733305557e-09,3.2165376999775726e-22
57,3249,2.340695862049648e-28,9.006941549629358e-09,1.647393133065865e-22
91,8281,5.172873685049761e-30,9.020671580425642e-09,1.1864620389641271e-20
10,100,5.759197843705522e-28,1.7074755227468529e-09,3.2685196530489293e-22
60,3600,8.487508671023315e-29,1.280615828961477e-09,2.3656765238418405e-20
44,1936,5.777758195946476e-30,1.3429352572242263e-10,2.3174225803656013e-17
49,2401,1.314732696795063e-28,8.979576023924461e-09,2.5366995086129077e-22
29,841,5.610483118549534e-27,2.193599911567071e-10,5.895287234294269e-21
93,8649,1.8121748091324166e-29,3.197996954480425e-09,2.753904272065926e-20
67,4489,1.2023884795665342e-27,3.4557086769253293e-09,2.560812736431854e-22
94,8836,2.042430749582692e-27,8.199345186161831e-09,3.7570263813292967e-23
28,784,2.736606595214538e-28,6.256074800171533e-09,1.4347091516558259e-22
54,2916,1.5303913220554289e-29,4.974264657554419e-09,7.826283226753707e-21
23,529,4.196873833423671e-28,4.558889650621011e-09,1.4471242928404674e-22
84,7056,1.7514431086586955e-30,8.327350788314393e-09,3.79569758711655e-20
51,2601,7.681194374337901e-29,1.5873374528360237e-09,1.4461887070755006e-20
68,4624,6.409795231628982e-29,6.294634037387258e-09,1.4694196975745714e-21
43,1849,4.187943021974945e-27,3.6980536882098788e-09,4.120437577708254e-23
38,1444,6.48643776713864e-29,6.005496835900144e-09,8.914593159623821e-22
6,36,1.3460594824777633e-28,8.462566549201376e-09,3.4158978621112534e-23
88,7744,2.6387935144467505e-28,6.237931209571312e-09,4.703467784006778e-22
68,4624,8.840140884108955e-29,5.553187231659955e-09,1.368948673807965e-21
59,3481,3.4785069556997315e-29,4.529067356652204e-09,4.537991187842373e-21
65,4225,7.689518496108133e-29,8.12638048168533e-09,7.024929624502314e-22
12,144,4.56345836897402e-27,8.16486060228401e-09,2.1647695778041847e-24
35,1225,4.244406094805199e-30,4.405446965198629e-09,2.331810384101673e-20
21,441,4.906663406097799e-30,3.562243549548844e-09,1.8510062384718428e-20
72,5184,3.609846180992726e-30,2.8231780409239158e-09,1.373375630761578e-19
83,6889,3.3329657047303228e-28,6.442798112295847e-09,3.292458228793029e-22
62,3844,9.635902300677431e-30,8.136765149407905e-10,5.333567687335907e-19
28,784,2.8874706847758156e-27,7.05619252164668e-09,1.068862095739253e-23
50,2500,3.864301070516223e-30,6.277801880806481e-09,1.8017972067527548e-20
47,2209,1.5463691886359194e-28,8.652796909116097e-10,2.2278898817817735e-20
69,4761,2.1063522098324815e-27,5.550314450762114e-09,5.835861719377058e-23
93,8649,3.429718474226774e-27,9.227033990798934e-09,1.7479230387585196e-23
68,4624,1.8022462246449237e-28,2.9949584832256177e-09,2.3085285354463854e-21
25,625,6.25185325796669e-29,9.993292800662968e-09,2.1975364135084587e-22
26,676,1.5147854018030002e-29,6.844100258032898e-09,2.010997742608266e-21
86,7396,1.889137833682712e-29,1.6596168525760248e-09,9.070708384389942e-20
15,225,1.6168423888927736e-27,6.007859517976657e-09,1.4106072328870364e-23
73,5329,1.2251807542572072e-29,7.024147051312641e-09,6.6276196351156395e-21
64,4096,5.235900850338979e-30,5.450029607277118e-09,2.2584626295288634e-20
66,4356,3.8111143160143013e-29,1.297777563226481e-09,5.643044934911985e-20
52,2704,4.265123312079413e-28,6.787662105745278e-10,1.452290157901163e-20
25,625,1.2736629412844662e-29,2.3380578930720305e-09,1.9705935032498152e-20
16,256,1.9295406485564446e-30,9.610465624025353e-09,4.9271894736840295e-21
90,8100,1.5235368652944793e-28,5.685580006288216e-09,1.0029102351392666e-21
10,100,7.083092185377729e-28,7.782874229258623e-09,1.2791431606825504e-23
92,8464,1.2695167829236587e-29,5.426718619119649e-09,1.3505070184765675e-20
26,676,3.822127094566983e-29,3.922149346848393e-09,2.4268450169840952e-21
11,121,1.2083871253935114e-29,2.194862815630152e-09,1.0370361737502351e-20
20,400,4.290520534562723e-30,1.2897473827062762e-09,1.5379165559518734e-19
71,5041,3.381618369971287e-28,7.181736395260677e-09,2.234070664166176e-22
87,7569,5.02592801317247e-28,1.306214139258245e-09,5.567962473546731e-21
30,900,5.700083737630552e-29,6.708278489295948e-09,6.41859425960868e-22
8,64,2.607842616127973e-30,5.4961217592507835e-09,5.57337146888462e-21
72,5184,1.9380690373689485e-30,9.355276554215517e-09,2.3295501502322562e-20
77,5929,3.9201587370809223e-28,3.193698300874051e-09,1.0568695113324171e-21
51,2601,6.555239484287063e-29,5.983880719697619e-09,1.1924435524264495e-21
26,676,3.002391091841236e-30,4.142229210261605e-09,2.769873295102724e-20
66,4356,6.289785127832979e-30,3.0347599982855503e-09,6.252900187757065e-20
46,2116,2.0118118284460782e-27,5.494358076308397e-09,4.1567951906647876e-23
75,5625,4.074170439022438e-29,4.602070374108665e-09,4.770211453565402e-21
84,7056,5.824756812809098e-30,6.952822796918344e-09,1.6371981233326958e-20
83,6889,5.526988871468215e-29,8.005464510984279e-10,1.2859926929702221e-19
44,1936,7.931000510403685e-28,5.3486171259808174e-09,1.0642992334710967e-22
23,529,6.1736255391429975e-27,8.389377460298695e-09,2.905026873449221e-24
11,121,1.8364284820899062e-29,7.467110389202547e-09,5.895702948794977e-22
94,8836,1.7733424042918062e-27,7.172018792934518e-09,5.655545342662764e-23
44,1936,4.594327057718698e-29,6.2637741229203904e-09,1.3396170412292139e-21
32,1024,7.195673053463926e-28,7.605926012008462e-10,4.218872834721588e-21
64,4096,2.4984912733427677e-28,8.752892783628064e-09,1.8349362968620686e-22
35,1225,4.032262355507608e-29,8.771292793978749e-09,6.191760054810893e-22
54,2916,7.330959583578571e-27,1.925802984547228e-09,1.0900120414352685e-22
99,9801,2.078458023275503e-28,9.037451507348343e-09,3.200545816526275e-22
26,676,7.883069177311897e-27,7.3068751874536376e-09,3.390288871960531e-24
37,1369,1.781397046918781e-29,4.407364398557347e-09,5.868203275192555e-21
